signal_date,sector,instrument,direction,score,role,horizon
2017-12-01,chemical_energy,FG,1,9.037936574277374,strongest,single_20_skip5
2017-12-01,ferrous,RB,1,3.205359390299839,absolute,single_20_skip5
2017-12-01,government_bond,T,-1,-2.282272171522571,absolute,single_20_skip5
2017-12-08,agriculture,C,1,4.464265181254667,strongest,single_20_skip5
2017-12-08,agriculture,P,-1,-4.475673547215459,weakest,single_20_skip5
2017-12-08,base_metal,AL,-1,-12.030499377221746,absolute,single_20_skip5
2017-12-08,chemical_energy,FG,1,6.098157985876664,strongest,single_20_skip5
2017-12-08,ferrous,RB,1,5.507063244750768,absolute,single_20_skip5
2017-12-08,government_bond,T,-1,-0.01337874388839209,absolute,single_20_skip5
2017-12-15,agriculture,M,1,4.9671411559472745,strongest,single_20_skip5
2017-12-15,agriculture,P,-1,-5.793665250644387,weakest,single_20_skip5
2017-12-15,base_metal,AL,-1,-10.623973803354827,absolute,single_20_skip5
2017-12-15,chemical_energy,MA,1,4.123325338610503,strongest,single_20_skip5
2017-12-15,chemical_energy,RU,-1,-0.48430087726690246,weakest,single_20_skip5
2017-12-15,ferrous,RB,1,1.3363175310144173,absolute,single_20_skip5
2017-12-15,government_bond,T,-1,-0.2097934367532692,absolute,single_20_skip5
2017-12-22,agriculture,C,1,6.24760823801015,strongest,single_20_skip5
2017-12-22,agriculture,P,-1,-5.260221073545708,weakest,single_20_skip5
2017-12-22,base_metal,AL,-1,-7.878442711645311,absolute,single_20_skip5
2017-12-22,chemical_energy,MA,1,3.6524983731056553,strongest,single_20_skip5
2017-12-22,chemical_energy,FG,-1,-0.2427360603893362,weakest,single_20_skip5
2017-12-22,ferrous,RB,1,2.7367561333371775,absolute,single_20_skip5
2017-12-22,government_bond,T,1,0.6913911514241056,absolute,single_20_skip5
2017-12-29,agriculture,C,1,5.04966142591191,strongest,single_20_skip5
2017-12-29,agriculture,P,-1,-5.304086767967516,weakest,single_20_skip5
2017-12-29,base_metal,AL,-1,-4.634385903228403,absolute,single_20_skip5
2017-12-29,chemical_energy,MA,1,3.0186226872850557,strongest,single_20_skip5
2017-12-29,chemical_energy,RU,-1,-0.7239212297586031,weakest,single_20_skip5
2017-12-29,ferrous,RB,1,1.6970961506956646,absolute,single_20_skip5
2017-12-29,government_bond,T,1,2.8942168777900044,absolute,single_20_skip5
2018-01-05,agriculture,C,1,3.034176847761644,strongest,single_20_skip5
2018-01-05,agriculture,JD,-1,-5.1656514662222355,weakest,single_20_skip5
2018-01-05,base_metal,AL,1,1.7417165073839604,absolute,single_20_skip5
2018-01-05,chemical_energy,MA,1,2.995342387564103,strongest,single_20_skip5
2018-01-05,ferrous,RB,-1,-2.780560087111531,absolute,single_20_skip5
2018-01-05,government_bond,T,1,0.279295300896074,absolute,single_20_skip5
2018-01-12,agriculture,C,1,5.862813887889557,strongest,single_20_skip5
2018-01-12,agriculture,SR,-1,-6.370723826683391,weakest,single_20_skip5
2018-01-12,base_metal,AL,1,5.77602235488169,absolute,single_20_skip5
2018-01-12,chemical_energy,MA,1,1.921764273401695,strongest,single_20_skip5
2018-01-12,ferrous,RB,-1,-0.3883188639622052,absolute,single_20_skip5
2018-01-12,government_bond,T,-1,-1.8612840731614502,absolute,single_20_skip5
2018-01-19,agriculture,CF,1,3.825001122078692,strongest,single_20_skip5
2018-01-19,agriculture,M,-1,-4.911676443450937,weakest,single_20_skip5
2018-01-19,base_metal,AL,1,4.116058925054817,absolute,single_20_skip5
2018-01-19,chemical_energy,FG,1,2.656199773926779,strongest,single_20_skip5
2018-01-19,ferrous,RB,1,0.05435780775948808,absolute,single_20_skip5
2018-01-19,government_bond,T,-1,-1.4235735279654205,absolute,single_20_skip5
2018-01-26,agriculture,CF,1,2.5833101608515845,strongest,single_20_skip5
2018-01-26,agriculture,SR,-1,-8.26293146472216,weakest,single_20_skip5
2018-01-26,base_metal,AL,-1,-0.0751915403171483,absolute,single_20_skip5
2018-01-26,chemical_energy,MA,-1,-2.4958891509504393,weakest,single_20_skip5
2018-01-26,ferrous,RB,1,1.0458431991123502,absolute,single_20_skip5
2018-01-26,government_bond,T,-1,-5.571480607278343,absolute,single_20_skip5
2018-02-02,agriculture,CF,1,2.7773593073999123,strongest,single_20_skip5
2018-02-02,agriculture,AP,-1,-8.88727229915161,weakest,single_20_skip5
2018-02-02,base_metal,AL,-1,-3.6690183109799333,absolute,single_20_skip5
2018-02-02,chemical_energy,FG,1,0.46644679448154514,strongest,single_20_skip5
2018-02-02,chemical_energy,RU,-1,-2.748622349069593,weakest,single_20_skip5
2018-02-02,ferrous,RB,1,4.198798187959878,absolute,single_20_skip5
2018-02-02,government_bond,T,-1,-4.864181215623363,absolute,single_20_skip5
2018-02-09,agriculture,CF,1,0.14470194683877102,strongest,single_20_skip5
2018-02-09,agriculture,AP,-1,-13.74628026353254,weakest,single_20_skip5
2018-02-09,base_metal,AL,-1,-4.896275567330686,absolute,single_20_skip5
2018-02-09,chemical_energy,FG,1,1.129445627735599,strongest,single_20_skip5
2018-02-09,chemical_energy,RU,-1,-6.010863339996908,weakest,single_20_skip5
2018-02-09,ferrous,RB,1,4.859306110480566,absolute,single_20_skip5
2018-02-09,government_bond,T,-1,-2.2343421840407625,absolute,single_20_skip5
2018-02-14,agriculture,M,1,1.4475385911404115,strongest,single_20_skip5
2018-02-14,agriculture,AP,-1,-10.48380258142411,weakest,single_20_skip5
2018-02-14,base_metal,AL,-1,-5.043715011796003,absolute,single_20_skip5
2018-02-14,chemical_energy,RU,-1,-6.2684981112574105,weakest,single_20_skip5
2018-02-14,ferrous,RB,1,2.595798849647184,absolute,single_20_skip5
2018-02-14,government_bond,T,-1,-1.1510469083817352,absolute,single_20_skip5
2018-02-23,agriculture,M,1,3.013121651926382,strongest,single_20_skip5
2018-02-23,agriculture,AP,-1,-10.059940631563931,weakest,single_20_skip5
2018-02-23,base_metal,AL,-1,-5.68750109257162,absolute,single_20_skip5
2018-02-23,chemical_energy,RU,-1,-8.645615036505944,weakest,single_20_skip5
2018-02-23,ferrous,RB,1,3.2568341181405644,absolute,single_20_skip5
2018-02-23,government_bond,T,-1,-1.108158446313388,absolute,single_20_skip5
2018-03-02,agriculture,M,1,4.7661299226148905,strongest,single_20_skip5
2018-03-02,agriculture,AP,-1,-4.94338847298342,weakest,single_20_skip5
2018-03-02,base_metal,AL,-1,-3.0606982379839285,absolute,single_20_skip5
2018-03-02,chemical_energy,FG,1,0.08832236801685422,strongest,single_20_skip5
2018-03-02,chemical_energy,RU,-1,-5.065653827280035,weakest,single_20_skip5
2018-03-02,ferrous,RB,1,0.5928421799722537,absolute,single_20_skip5
2018-03-02,government_bond,T,1,1.0269154276607022,absolute,single_20_skip5
2018-03-09,agriculture,M,1,8.850781496096076,strongest,single_20_skip5
2018-03-09,agriculture,AP,-1,-3.77974583848794,weakest,single_20_skip5
2018-03-09,base_metal,AL,-1,-2.5733325230908286,absolute,single_20_skip5
2018-03-09,chemical_energy,FG,1,0.6856894453438436,strongest,single_20_skip5
2018-03-09,chemical_energy,MA,-1,-4.755150008081977,weakest,single_20_skip5
2018-03-09,ferrous,RB,1,1.8294385620639122,absolute,single_20_skip5
2018-03-09,government_bond,T,1,2.48348589800022,absolute,single_20_skip5
2018-03-16,agriculture,M,1,8.459533747613422,strongest,single_20_skip5
2018-03-16,agriculture,SR,-1,-4.221078416363346,weakest,single_20_skip5
2018-03-16,base_metal,AL,-1,-3.161753494461884,absolute,single_20_skip5
2018-03-16,chemical_energy,MA,-1,-2.438426330565822,weakest,single_20_skip5
2018-03-16,ferrous,RB,-1,-4.109776438203614,absolute,single_20_skip5
2018-03-16,government_bond,T,1,3.2998713525524725,absolute,single_20_skip5
2018-03-23,agriculture,M,1,6.567750767818428,strongest,single_20_skip5
2018-03-23,agriculture,SR,-1,-1.4205358942279538,weakest,single_20_skip5
2018-03-23,base_metal,AL,-1,-2.2893639133925623,absolute,single_20_skip5
2018-03-23,chemical_energy,FG,1,1.2182737576353995,strongest,single_20_skip5
2018-03-23,chemical_energy,MA,-1,-1.7081626328161215,weakest,single_20_skip5
2018-03-23,ferrous,RB,-1,-2.6050870796821095,absolute,single_20_skip5
2018-03-23,government_bond,T,1,3.1340001660135397,absolute,single_20_skip5
2018-03-30,agriculture,AP,1,4.066613844903962,strongest,single_20_skip5
2018-03-30,agriculture,JD,-1,-5.525465852008621,weakest,single_20_skip5
2018-03-30,base_metal,AL,-1,-5.579781990121222,absolute,single_20_skip5
2018-03-30,chemical_energy,RU,-1,-5.733862084625807,weakest,single_20_skip5
2018-03-30,ferrous,RB,-1,-6.700958906077495,absolute,single_20_skip5
2018-03-30,government_bond,T,1,7.975612880880219,absolute,single_20_skip5
2018-04-04,agriculture,M,1,2.052691349370486,strongest,single_20_skip5
2018-04-04,agriculture,JD,-1,-5.971995385612406,weakest,single_20_skip5
2018-04-04,base_metal,AL,-1,-5.23123233110016,absolute,single_20_skip5
2018-04-04,chemical_energy,MA,1,0.17172262513802583,strongest,single_20_skip5
2018-04-04,chemical_energy,RU,-1,-7.202826292767704,weakest,single_20_skip5
2018-04-04,ferrous,RB,-1,-7.0733208213343595,absolute,single_20_skip5
2018-04-04,government_bond,T,1,4.5386415494101815,absolute,single_20_skip5
2018-04-13,agriculture,M,1,2.828393461494329,strongest,single_20_skip5
2018-04-13,agriculture,CF,-1,-5.417806182876366,weakest,single_20_skip5
2018-04-13,base_metal,AL,-1,-1.8624609706099442,absolute,single_20_skip5
2018-04-13,chemical_energy,RU,-1,-6.858071365707927,weakest,single_20_skip5
2018-04-13,ferrous,RB,-1,-3.8763618268837967,absolute,single_20_skip5
2018-04-13,government_bond,T,1,2.475135912268251,absolute,single_20_skip5
2018-04-20,agriculture,AP,1,3.61702273495929,strongest,single_20_skip5
2018-04-20,agriculture,SR,-1,-3.110435103779485,weakest,single_20_skip5
2018-04-20,base_metal,AL,1,3.9910679285957285,absolute,single_20_skip5
2018-04-20,chemical_energy,MA,1,0.6758213580215516,strongest,single_20_skip5
2018-04-20,chemical_energy,RU,-1,-5.981182257914643,weakest,single_20_skip5
2018-04-20,ferrous,RB,-1,-0.8256335640544818,absolute,single_20_skip5
2018-04-20,government_bond,T,1,4.8940387294666925,absolute,single_20_skip5
2018-04-27,agriculture,M,1,3.673884148471283,strongest,single_20_skip5
2018-04-27,agriculture,SR,-1,-2.813192063613296,weakest,single_20_skip5
2018-04-27,base_metal,AL,1,4.071949539573146,absolute,single_20_skip5
2018-04-27,chemical_energy,RU,-1,-2.778605573063233,weakest,single_20_skip5
2018-04-27,ferrous,RB,1,0.4173347098034113,absolute,single_20_skip5
2018-04-27,government_bond,T,1,4.914270920713082,absolute,single_20_skip5
2018-05-04,agriculture,AP,1,2.9173962827854933,strongest,single_20_skip5
2018-05-04,agriculture,C,-1,-2.848928069639406,weakest,single_20_skip5
2018-05-04,base_metal,AL,1,2.121481962551889,absolute,single_20_skip5
2018-05-04,chemical_energy,MA,1,2.7730390667050333,strongest,single_20_skip5
2018-05-04,ferrous,RB,1,5.925402625440074,absolute,single_20_skip5
2018-05-04,government_bond,T,1,2.028979660562305,absolute,single_20_skip5
2018-05-11,agriculture,AP,1,4.78465356566433,strongest,single_20_skip5
2018-05-11,agriculture,P,-1,-5.1575187832910885,weakest,single_20_skip5
2018-05-11,base_metal,AL,1,1.783841809236584,absolute,single_20_skip5
2018-05-11,chemical_energy,MA,1,4.849476014647933,strongest,single_20_skip5
2018-05-11,ferrous,RB,1,4.485859052854906,absolute,single_20_skip5
2018-05-11,government_bond,T,1,2.859692246649046,absolute,single_20_skip5
2018-05-18,agriculture,AP,1,8.295781618313876,strongest,single_20_skip5
2018-05-18,agriculture,M,-1,-4.198595906040222,weakest,single_20_skip5
2018-05-18,base_metal,AL,1,0.7330927315452208,absolute,single_20_skip5
2018-05-18,chemical_energy,SC,1,7.303623636630551,strongest,single_20_skip5
2018-05-18,ferrous,RB,1,3.882402414261562,absolute,single_20_skip5
2018-05-18,government_bond,T,1,0.8797746884982051,absolute,single_20_skip5
2018-05-25,agriculture,AP,1,9.855124128402156,strongest,single_20_skip5
2018-05-25,agriculture,M,-1,-7.1234418777928115,weakest,single_20_skip5
2018-05-25,base_metal,AL,-1,-0.6206122598959218,absolute,single_20_skip5
2018-05-25,chemical_energy,SC,1,7.647662409618509,strongest,single_20_skip5
2018-05-25,chemical_energy,FG,-1,-1.4685900574213118,weakest,single_20_skip5
2018-05-25,ferrous,RB,1,2.8368435371169602,absolute,single_20_skip5
2018-05-25,government_bond,T,-1,-5.090271494766469,absolute,single_20_skip5
2018-06-01,agriculture,AP,1,8.097309886808098,strongest,single_20_skip5
2018-06-01,agriculture,M,-1,-4.117338880970282,weakest,single_20_skip5
2018-06-01,base_metal,AL,1,3.160031296004818,absolute,single_20_skip5
2018-06-01,chemical_energy,SC,1,5.871596003792327,strongest,single_20_skip5
2018-06-01,ferrous,RB,-1,-0.13483613237495776,absolute,single_20_skip5
2018-06-01,government_bond,T,1,1.715027992293521,absolute,single_20_skip5
2018-06-08,agriculture,AP,1,7.444399077767602,strongest,single_20_skip5
2018-06-08,agriculture,M,-1,-4.189216591363325,weakest,single_20_skip5
2018-06-08,chemical_energy,FG,1,4.601535542971898,strongest,single_20_skip5
2018-06-08,ferrous,RB,1,1.4724392950285132,absolute,single_20_skip5
2018-06-08,government_bond,T,1,0.27814519661510045,absolute,single_20_skip5
2018-06-15,agriculture,CF,1,2.8871502059179073,strongest,single_20_skip5
2018-06-15,agriculture,M,-1,-4.16526932416415,weakest,single_20_skip5
2018-06-15,base_metal,AL,1,1.362282626142014,absolute,single_20_skip5
2018-06-15,chemical_energy,FG,1,6.89993467758463,strongest,single_20_skip5
2018-06-15,chemical_energy,RU,-1,-1.119876375795296,weakest,single_20_skip5
2018-06-15,ferrous,RB,1,3.2730395319647063,absolute,single_20_skip5
2018-06-15,government_bond,T,1,2.199283997693672,absolute,single_20_skip5
2018-06-22,agriculture,AP,1,2.14688073976099,strongest,single_20_skip5
2018-06-22,agriculture,SR,-1,-5.047295811402407,weakest,single_20_skip5
2018-06-22,base_metal,AL,-1,-2.322013820140116,absolute,single_20_skip5
2018-06-22,chemical_energy,FG,1,4.5861431168515825,strongest,single_20_skip5
2018-06-22,chemical_energy,RU,-1,-2.2643422248727494,weakest,single_20_skip5
2018-06-22,ferrous,RB,1,5.12621344499703,absolute,single_20_skip5
2018-06-22,government_bond,T,1,3.463669208976529,absolute,single_20_skip5
2018-06-29,agriculture,JD,1,1.6640318895495765,strongest,single_20_skip5
2018-06-29,agriculture,SR,-1,-6.2575736361018475,weakest,single_20_skip5
2018-06-29,base_metal,AL,-1,-3.6604330417099464,absolute,single_20_skip5
2018-06-29,chemical_energy,FG,1,3.6898870577007217,strongest,single_20_skip5
2018-06-29,chemical_energy,RU,-1,-5.125649618970845,weakest,single_20_skip5
2018-06-29,ferrous,RB,1,3.2370416701692966,absolute,single_20_skip5
2018-06-29,government_bond,T,1,2.9375875921480157,absolute,single_20_skip5
2018-07-06,agriculture,JD,1,2.504947735124431,strongest,single_20_skip5
2018-07-06,agriculture,CF,-1,-5.4151465153169625,weakest,single_20_skip5
2018-07-06,base_metal,AL,-1,-2.9036157890258463,absolute,single_20_skip5
2018-07-06,chemical_energy,SC,1,3.4000064315353815,strongest,single_20_skip5
2018-07-06,chemical_energy,RU,-1,-4.324153849543359,weakest,single_20_skip5
2018-07-06,ferrous,RB,1,1.8491216055312942,absolute,single_20_skip5
2018-07-06,government_bond,T,1,3.745299042742784,absolute,single_20_skip5
2018-07-13,agriculture,C,1,1.8123054983948534,strongest,single_20_skip5
2018-07-13,agriculture,SR,-1,-7.432045271171387,weakest,single_20_skip5
2018-07-13,base_metal,AL,-1,-7.348781886230379,absolute,single_20_skip5
2018-07-13,chemical_energy,SC,1,4.402404278902968,strongest,single_20_skip5
2018-07-13,chemical_energy,RU,-1,-5.32594278484814,weakest,single_20_skip5
2018-07-13,ferrous,RB,-1,-0.44880101821108664,absolute,single_20_skip5
2018-07-13,government_bond,T,1,3.753905362207336,absolute,single_20_skip5
2018-07-20,agriculture,C,1,2.665800725203136,strongest,single_20_skip5
2018-07-20,agriculture,SR,-1,-7.49162510666135,weakest,single_20_skip5
2018-07-20,base_metal,AL,-1,-4.345750659914421,absolute,single_20_skip5
2018-07-20,chemical_energy,SC,1,2.862454187334077,strongest,single_20_skip5
2018-07-20,chemical_energy,RU,-1,-2.350658560668523,weakest,single_20_skip5
2018-07-20,ferrous,RB,1,0.9370204886382718,absolute,single_20_skip5
2018-07-20,government_bond,T,1,3.68933570198637,absolute,single_20_skip5
2018-07-27,agriculture,C,1,3.1610447969536537,strongest,single_20_skip5
2018-07-27,agriculture,SR,-1,-5.6073246974914115,weakest,single_20_skip5
2018-07-27,base_metal,AL,-1,-2.020189099389723,absolute,single_20_skip5
2018-07-27,chemical_energy,MA,1,6.451508773377089,strongest,single_20_skip5
2018-07-27,chemical_energy,RU,-1,-1.8353370924557806,weakest,single_20_skip5
2018-07-27,ferrous,RB,1,4.551802000741888,absolute,single_20_skip5
2018-07-27,government_bond,T,1,0.14135074005585382,absolute,single_20_skip5
2018-08-03,agriculture,SR,-1,-3.807700109213412,weakest,single_20_skip5
2018-08-03,base_metal,AL,1,1.3213070515672853,absolute,single_20_skip5
2018-08-03,chemical_energy,MA,1,2.8834524575312845,strongest,single_20_skip5
2018-08-03,chemical_energy,RU,-1,-2.366226250649397,weakest,single_20_skip5
2018-08-03,ferrous,RB,1,6.554485880469657,absolute,single_20_skip5
2018-08-03,government_bond,T,-1,-1.0248147676521067,absolute,single_20_skip5
2018-08-10,agriculture,CF,1,3.4970205816121673,strongest,single_20_skip5
2018-08-10,agriculture,P,-1,-1.1258153901050392,weakest,single_20_skip5
2018-08-10,base_metal,AL,1,2.6412227265285226,absolute,single_20_skip5
2018-08-10,chemical_energy,MA,1,4.788010958834815,strongest,single_20_skip5
2018-08-10,chemical_energy,RU,-1,-1.5584551854738404,weakest,single_20_skip5
2018-08-10,ferrous,RB,1,8.672898239007699,absolute,single_20_skip5
2018-08-10,government_bond,T,1,1.7419559647614906,absolute,single_20_skip5
2018-08-17,agriculture,P,1,9.012557561570208,strongest,single_20_skip5
2018-08-17,base_metal,AL,1,3.600464564706148,absolute,single_20_skip5
2018-08-17,chemical_energy,MA,1,4.335903367987155,strongest,single_20_skip5
2018-08-17,chemical_energy,FG,-1,-0.666450181300775,weakest,single_20_skip5
2018-08-17,ferrous,RB,1,5.812642548826716,absolute,single_20_skip5
2018-08-17,government_bond,T,-1,-1.7340222393368636,absolute,single_20_skip5
2018-08-24,agriculture,AP,1,6.564211356009908,strongest,single_20_skip5
2018-08-24,agriculture,SR,-1,-1.9778887923456396,weakest,single_20_skip5
2018-08-24,base_metal,AL,1,1.865089003126051,absolute,single_20_skip5
2018-08-24,chemical_energy,MA,1,3.2777884405836457,strongest,single_20_skip5
2018-08-24,chemical_energy,RU,-1,-3.0808411040944375,weakest,single_20_skip5
2018-08-24,ferrous,RB,1,7.345951042093652,absolute,single_20_skip5
2018-08-24,government_bond,T,-1,-3.9736777233382026,absolute,single_20_skip5
2018-08-31,agriculture,AP,1,3.688282170987273,strongest,single_20_skip5
2018-08-31,agriculture,M,-1,-1.0002853373130334,weakest,single_20_skip5
2018-08-31,base_metal,AL,1,1.9958039128301606,absolute,single_20_skip5
2018-08-31,chemical_energy,MA,1,3.353471673663785,strongest,single_20_skip5
2018-08-31,ferrous,RB,1,5.282270227297663,absolute,single_20_skip5
2018-08-31,government_bond,T,-1,-3.353174035957867,absolute,single_20_skip5
2018-09-07,agriculture,C,1,3.8283750394142673,strongest,single_20_skip5
2018-09-07,agriculture,SR,-1,-1.5343048213604715,weakest,single_20_skip5
2018-09-07,base_metal,AL,1,2.556517429821703,absolute,single_20_skip5
2018-09-07,chemical_energy,SC,1,1.3572791262679702,strongest,single_20_skip5
2018-09-07,ferrous,RB,1,0.76193351498962,absolute,single_20_skip5
2018-09-07,government_bond,T,-1,-4.3982736706659376,absolute,single_20_skip5
2018-09-14,agriculture,C,1,3.0000000000000027,strongest,single_20_skip5
2018-09-14,agriculture,CF,-1,-3.682630647690082,weakest,single_20_skip5
2018-09-14,base_metal,AL,-1,-0.1742497807003478,absolute,single_20_skip5
2018-09-14,chemical_energy,MA,1,1.7447645691798477,strongest,single_20_skip5
2018-09-14,chemical_energy,FG,-1,-3.7194143259363606,weakest,single_20_skip5
2018-09-14,ferrous,RB,1,1.7572620506735965,absolute,single_20_skip5
2018-09-14,government_bond,T,-1,-3.0826283051029377,absolute,single_20_skip5
2018-09-21,agriculture,JD,1,1.461806785033052,strongest,single_20_skip5
2018-09-21,agriculture,M,-1,-2.076111582565816,weakest,single_20_skip5
2018-09-21,base_metal,AL,1,0.8375277989799621,absolute,single_20_skip5
2018-09-21,chemical_energy,SC,1,4.058692939176493,strongest,single_20_skip5
2018-09-21,chemical_energy,FG,-1,-5.225083424461955,weakest,single_20_skip5
2018-09-21,ferrous,RB,-1,-2.2666024446571145,absolute,single_20_skip5
2018-09-28,agriculture,AP,1,4.69944594290783,strongest,single_20_skip5
2018-09-28,agriculture,P,-1,-5.013237883316692,weakest,single_20_skip5
2018-09-28,base_metal,AL,-1,-0.8831524465091305,absolute,single_20_skip5
2018-09-28,chemical_energy,SC,1,3.966890968828764,strongest,single_20_skip5
2018-09-28,chemical_energy,FG,-1,-6.234988162768236,weakest,single_20_skip5
2018-09-28,ferrous,RB,-1,-1.7543377141305578,absolute,single_20_skip5
2018-09-28,government_bond,T,-1,-4.099631759101156,absolute,single_20_skip5
2018-10-12,agriculture,M,1,6.272817748651314,strongest,single_20_skip5
2018-10-12,agriculture,CF,-1,-5.070464692548755,weakest,single_20_skip5
2018-10-12,base_metal,AL,-1,-6.378782467276072,absolute,single_20_skip5
2018-10-12,chemical_energy,SC,1,5.371137655870485,strongest,single_20_skip5
2018-10-12,chemical_energy,FG,-1,-7.069531862923829,weakest,single_20_skip5
2018-10-12,ferrous,RB,-1,-2.0946479059151173,absolute,single_20_skip5
2018-10-12,government_bond,T,-1,-1.1550898345707872,absolute,single_20_skip5
2018-10-19,agriculture,JD,1,7.850635487902442,strongest,single_20_skip5
2018-10-19,agriculture,CF,-1,-4.383568924090413,weakest,single_20_skip5
2018-10-19,base_metal,AL,-1,-2.750575998650468,absolute,single_20_skip5
2018-10-19,chemical_energy,SC,1,4.531514738030654,strongest,single_20_skip5
2018-10-19,chemical_energy,FG,-1,-2.649268140168823,weakest,single_20_skip5
2018-10-19,ferrous,RB,-1,-0.49317037431337196,absolute,single_20_skip5
2018-10-19,government_bond,T,1,1.5708129565449263,absolute,single_20_skip5
2018-10-26,agriculture,M,1,8.423796204435542,strongest,single_20_skip5
2018-10-26,agriculture,CF,-1,-6.087462869346484,weakest,single_20_skip5
2018-10-26,base_metal,AL,-1,-2.653093821214496,absolute,single_20_skip5
2018-10-26,chemical_energy,MA,1,1.5605357216792133,strongest,single_20_skip5
2018-10-26,chemical_energy,FG,-1,-3.3444244176289732,weakest,single_20_skip5
2018-10-26,ferrous,RB,-1,-0.24818911876294472,absolute,single_20_skip5
2018-10-26,government_bond,T,1,4.015516195002191,absolute,single_20_skip5
2018-11-02,agriculture,JD,1,7.15348612658355,strongest,single_20_skip5
2018-11-02,agriculture,CF,-1,-6.300648035468969,weakest,single_20_skip5
2018-11-02,base_metal,AL,-1,-3.1033859810429085,absolute,single_20_skip5
2018-11-02,chemical_energy,SC,1,0.17796961477361178,strongest,single_20_skip5
2018-11-02,chemical_energy,RU,-1,-3.2323572080334464,weakest,single_20_skip5
2018-11-02,ferrous,RB,1,1.5062155686983667,absolute,single_20_skip5
2018-11-02,government_bond,T,1,7.786507751893591,absolute,single_20_skip5
2018-11-09,agriculture,JD,1,5.692378969037549,strongest,single_20_skip5
2018-11-09,agriculture,M,-1,-4.180660745124218,weakest,single_20_skip5
2018-11-09,base_metal,AL,-1,-2.6398108405388707,absolute,single_20_skip5
2018-11-09,chemical_energy,SC,-1,-4.06096890375589,weakest,single_20_skip5
2018-11-09,ferrous,RB,1,1.7761877605380723,absolute,single_20_skip5
2018-11-09,government_bond,T,1,2.952855402540195,absolute,single_20_skip5
2018-11-16,agriculture,C,1,4.717972359211596,strongest,single_20_skip5
2018-11-16,agriculture,P,-1,-8.6561710525987,weakest,single_20_skip5
2018-11-16,base_metal,AL,-1,-4.27573141696166,absolute,single_20_skip5
2018-11-16,chemical_energy,MA,-1,-9.564128493912662,weakest,single_20_skip5
2018-11-16,ferrous,RB,-1,-2.3497909308664195,absolute,single_20_skip5
2018-11-16,government_bond,T,1,3.80980792633857,absolute,single_20_skip5
2018-11-23,agriculture,AP,1,6.016103507725475,strongest,single_20_skip5
2018-11-23,agriculture,P,-1,-9.707397792060418,weakest,single_20_skip5
2018-11-23,base_metal,AL,-1,-4.611795389695665,absolute,single_20_skip5
2018-11-23,chemical_energy,SC,-1,-8.352080767636686,weakest,single_20_skip5
2018-11-23,ferrous,RB,-1,-2.4258773566853713,absolute,single_20_skip5
2018-11-23,government_bond,T,1,6.862392093469845,absolute,single_20_skip5
2018-11-30,agriculture,AP,1,2.530600791145659,strongest,single_20_skip5
2018-11-30,agriculture,P,-1,-9.657001996748784,weakest,single_20_skip5
2018-11-30,base_metal,AL,-1,-4.423753972121079,absolute,single_20_skip5
2018-11-30,chemical_energy,SC,-1,-12.451675167816,weakest,single_20_skip5
2018-11-30,ferrous,RB,-1,-9.178606847911956,absolute,single_20_skip5
2018-11-30,government_bond,T,1,4.499338310260314,absolute,single_20_skip5
2018-12-07,agriculture,P,-1,-5.985955309443947,weakest,single_20_skip5
2018-12-07,base_metal,AL,-1,-5.76568849440179,absolute,single_20_skip5
2018-12-07,chemical_energy,MA,-1,-9.62343197470844,weakest,single_20_skip5
2018-12-07,ferrous,RB,-1,-6.931868432294215,absolute,single_20_skip5
2018-12-07,government_bond,T,1,5.3746642588685765,absolute,single_20_skip5
2018-12-14,agriculture,C,-1,-7.249176238023639,weakest,single_20_skip5
2018-12-14,base_metal,AL,-1,-2.6754827326428674,absolute,single_20_skip5
2018-12-14,chemical_energy,FG,1,2.9316555639735125,strongest,single_20_skip5
2018-12-14,chemical_energy,SC,-1,-7.648089254673614,weakest,single_20_skip5
2018-12-14,ferrous,RB,-1,-2.6535736056740973,absolute,single_20_skip5
2018-12-14,government_bond,T,1,5.349112414593751,absolute,single_20_skip5
2018-12-21,agriculture,C,-1,-5.5407066954488,weakest,single_20_skip5
2018-12-21,base_metal,AL,-1,-1.723827322175673,absolute,single_20_skip5
2018-12-21,chemical_energy,FG,1,2.3055192804375673,strongest,single_20_skip5
2018-12-21,chemical_energy,SC,-1,-4.6312219722370935,weakest,single_20_skip5
2018-12-21,ferrous,RB,-1,-1.3349859633572927,absolute,single_20_skip5
2018-12-21,government_bond,T,-1,-1.4334283910332426,absolute,single_20_skip5
2018-12-28,agriculture,P,1,2.1665912505728633,strongest,single_20_skip5
2018-12-28,agriculture,C,-1,-4.679999395838537,weakest,single_20_skip5
2018-12-28,base_metal,AL,-1,-0.850480332869704,absolute,single_20_skip5
2018-12-28,chemical_energy,RU,1,2.5710978358609444,strongest,single_20_skip5
2018-12-28,chemical_energy,SC,-1,-4.535344014595333,weakest,single_20_skip5
2018-12-28,ferrous,RB,1,3.2219150246468815,absolute,single_20_skip5
2018-12-28,government_bond,T,1,0.8062542648607397,absolute,single_20_skip5
2019-01-04,agriculture,JD,1,0.9431593003631897,strongest,single_20_skip5
2019-01-04,agriculture,C,-1,-5.599192286604557,weakest,single_20_skip5
2019-01-04,base_metal,AL,1,0.48690517438342806,absolute,single_20_skip5
2019-01-04,chemical_energy,SC,-1,-5.9961808825252,weakest,single_20_skip5
