signal_date,sector,instrument,direction,score,role
2018-02-14,government_bond,T,-1,-0.4866253715224116,absolute
2018-02-23,agriculture,C,1,0.4718503823561789,strongest
2018-02-23,agriculture,SR,-1,-1.2214449019091722,weakest
2018-02-23,base_metal,AL,-1,-0.47394986370583125,absolute
2018-02-23,chemical_energy,FG,1,0.45511202691671676,strongest
2018-02-23,chemical_energy,RU,-1,-2.3365128648252433,weakest
2018-02-23,ferrous,RB,1,0.9388980993973113,absolute
2018-02-23,government_bond,T,-1,-0.7057043556691537,absolute
2018-03-02,agriculture,M,1,0.6959964804950987,strongest
2018-03-02,agriculture,SR,-1,-1.3283514761700266,weakest
2018-03-02,base_metal,AL,-1,-0.28919053757569063,absolute
2018-03-02,chemical_energy,FG,1,0.5709202360297537,strongest
2018-03-02,chemical_energy,RU,-1,-2.0525680027456343,weakest
2018-03-02,ferrous,RB,1,0.9181782574942716,absolute
2018-03-02,government_bond,T,-1,-0.6181724259252757,absolute
2018-03-09,agriculture,M,1,0.4745340282655052,strongest
2018-03-09,agriculture,SR,-1,-1.5017229370776712,weakest
2018-03-09,base_metal,AL,-1,-0.545690764982398,absolute
2018-03-09,chemical_energy,FG,1,0.49783396922717477,strongest
2018-03-09,chemical_energy,RU,-1,-2.1649456534145313,weakest
2018-03-09,ferrous,RB,1,0.5521141724175196,absolute
2018-03-09,government_bond,T,-1,-0.4135464085037097,absolute
2018-03-16,agriculture,M,1,0.5500036395349931,strongest
2018-03-16,agriculture,SR,-1,-1.3401872401982722,weakest
2018-03-16,base_metal,AL,-1,-0.3705569899074768,absolute
2018-03-16,chemical_energy,FG,1,0.8768127434146494,strongest
2018-03-16,chemical_energy,RU,-1,-1.9287265669866271,weakest
2018-03-16,ferrous,RB,1,0.7358732417167821,absolute
2018-03-16,government_bond,T,-1,-0.290212451174622,absolute
2018-03-23,agriculture,M,1,0.6222234659292605,strongest
2018-03-23,agriculture,SR,-1,-1.3281738046399036,weakest
2018-03-23,base_metal,AL,-1,-0.5781884602112354,absolute
2018-03-23,chemical_energy,FG,1,0.46833805594546996,strongest
2018-03-23,chemical_energy,RU,-1,-2.2446118900561802,weakest
2018-03-23,ferrous,RB,1,0.15555955974462285,absolute
2018-03-23,government_bond,T,-1,-0.4824534617005301,absolute
2018-03-30,agriculture,M,1,0.9764374866813319,strongest
2018-03-30,agriculture,SR,-1,-1.2666750150275956,weakest
2018-03-30,base_metal,AL,-1,-0.5278015369707868,absolute
2018-03-30,chemical_energy,FG,1,0.7555337679242047,strongest
2018-03-30,chemical_energy,RU,-1,-2.035541155864377,weakest
2018-03-30,ferrous,RB,1,0.5722254523684658,absolute
2018-03-30,government_bond,T,-1,-0.6727771878909614,absolute
2018-04-04,agriculture,M,1,1.1674634424400263,strongest
2018-04-04,agriculture,SR,-1,-1.2092519320487354,weakest
2018-04-04,base_metal,AL,-1,-0.3579945161500789,absolute
2018-04-04,chemical_energy,MA,1,0.5061946869223644,strongest
2018-04-04,chemical_energy,RU,-1,-1.945530823707904,weakest
2018-04-04,ferrous,RB,1,0.5769613192786339,absolute
2018-04-04,government_bond,T,-1,-0.7701492685057134,absolute
2018-04-13,agriculture,M,1,1.2388337219194665,strongest
2018-04-13,agriculture,SR,-1,-1.1116648502035273,weakest
2018-04-13,base_metal,AL,-1,-0.3277485715835676,absolute
2018-04-13,chemical_energy,MA,1,0.4691995659927926,strongest
2018-04-13,chemical_energy,RU,-1,-2.076073332195968,weakest
2018-04-13,ferrous,RB,1,0.6013339587357523,absolute
2018-04-13,government_bond,T,-1,-0.6461671510432269,absolute
2018-04-20,agriculture,M,1,1.0677526175852068,strongest
2018-04-20,agriculture,SR,-1,-1.381342111596171,weakest
2018-04-20,base_metal,AL,-1,-0.14370409120193053,absolute
2018-04-20,chemical_energy,MA,1,0.7116926709671857,strongest
2018-04-20,chemical_energy,RU,-1,-1.691513564615344,weakest
2018-04-20,ferrous,RB,1,0.8404497216633807,absolute
2018-04-20,government_bond,T,-1,-0.32155518561234164,absolute
2018-04-27,agriculture,M,1,0.9174864662863716,strongest
2018-04-27,agriculture,SR,-1,-1.563301125766728,weakest
2018-04-27,base_metal,AL,-1,-0.4033206679255544,absolute
2018-04-27,chemical_energy,MA,1,0.8838071404489986,strongest
2018-04-27,chemical_energy,RU,-1,-1.7229685749201944,weakest
2018-04-27,ferrous,RB,1,1.0024754240285747,absolute
2018-04-27,government_bond,T,-1,-0.29421123271755906,absolute
2018-05-04,agriculture,M,1,0.9773357530045316,strongest
2018-05-04,agriculture,SR,-1,-1.3897353034981297,weakest
2018-05-04,base_metal,AL,-1,-0.3783899885279521,absolute
2018-05-04,chemical_energy,MA,1,1.0788592892884161,strongest
2018-05-04,chemical_energy,RU,-1,-1.6101850889828453,weakest
2018-05-04,ferrous,RB,1,1.0052934076673083,absolute
2018-05-04,government_bond,T,-1,-0.12832071222654576,absolute
2018-05-11,agriculture,M,1,0.6800069725120976,strongest
2018-05-11,agriculture,SR,-1,-1.3977834806532172,weakest
2018-05-11,base_metal,AL,-1,-0.2175312240828936,absolute
2018-05-11,chemical_energy,MA,1,1.0788983299664665,strongest
2018-05-11,chemical_energy,RU,-1,-1.7111933859547115,weakest
2018-05-11,ferrous,RB,1,0.8414132031212316,absolute
2018-05-11,government_bond,T,-1,-0.25276984867713387,absolute
2018-05-18,agriculture,C,1,0.7423936235690649,strongest
2018-05-18,agriculture,SR,-1,-1.2582399529998827,weakest
2018-05-18,base_metal,AL,-1,-0.0816603514252187,absolute
2018-05-18,chemical_energy,MA,1,1.3922606782181017,strongest
2018-05-18,chemical_energy,RU,-1,-1.3005519190310855,weakest
2018-05-18,ferrous,RB,1,0.8696592152078214,absolute
2018-05-18,government_bond,T,1,0.09835182781954667,absolute
2018-05-25,agriculture,C,1,0.6779694348060991,strongest
2018-05-25,agriculture,SR,-1,-1.4191203896873248,weakest
2018-05-25,base_metal,AL,-1,-0.1667468722939874,absolute
2018-05-25,chemical_energy,MA,1,1.0991778193978903,strongest
2018-05-25,chemical_energy,RU,-1,-1.3940432804428076,weakest
2018-05-25,ferrous,RB,1,0.7810827236041343,absolute
2018-05-25,government_bond,T,1,0.16285024160884545,absolute
2018-06-01,agriculture,M,1,0.843306998008246,strongest
2018-06-01,agriculture,SR,-1,-1.3498106349021601,weakest
2018-06-01,base_metal,AL,-1,-0.20681389486043192,absolute
2018-06-01,chemical_energy,MA,1,1.1459330749784955,strongest
2018-06-01,chemical_energy,RU,-1,-1.42684653129308,weakest
2018-06-01,ferrous,RB,1,0.8208849372739271,absolute
2018-06-01,government_bond,T,1,0.14137295774677316,absolute
2018-06-08,agriculture,M,1,0.7787799082820122,strongest
2018-06-08,agriculture,SR,-1,-1.5663644937223524,weakest
2018-06-08,base_metal,AL,-1,-0.05711502867551028,absolute
2018-06-08,chemical_energy,MA,1,1.4291684553205517,strongest
2018-06-08,chemical_energy,RU,-1,-1.200718028769667,weakest
2018-06-08,ferrous,RB,1,1.1262070202082044,absolute
2018-06-08,government_bond,T,-1,-0.04195468663138628,absolute
2018-06-15,agriculture,M,1,0.7435955173498592,strongest
2018-06-15,agriculture,SR,-1,-1.7655258901636142,weakest
2018-06-15,base_metal,AL,-1,-0.16883556648839979,absolute
2018-06-15,chemical_energy,MA,1,1.3028927297484363,strongest
2018-06-15,chemical_energy,RU,-1,-1.3703090201163817,weakest
2018-06-15,ferrous,RB,1,1.2366287774901505,absolute
2018-06-15,government_bond,T,1,0.022942537921271353,absolute
2018-06-22,agriculture,M,1,0.8287770916675015,strongest
2018-06-22,agriculture,SR,-1,-1.7340167709165506,weakest
2018-06-22,base_metal,AL,-1,-0.2094528631046353,absolute
2018-06-22,chemical_energy,MA,1,1.203375016706841,strongest
2018-06-22,chemical_energy,RU,-1,-1.551710550322615,weakest
2018-06-22,ferrous,RB,1,1.00202484523613,absolute
2018-06-22,government_bond,T,1,0.017006623920120537,absolute
2018-06-29,agriculture,M,1,1.1690129755078653,strongest
2018-06-29,agriculture,SR,-1,-1.5750057211196953,weakest
2018-06-29,base_metal,AL,-1,-0.307346375719447,absolute
2018-06-29,chemical_energy,MA,1,1.3502107779327046,strongest
2018-06-29,chemical_energy,RU,-1,-1.4159018257050076,weakest
2018-06-29,ferrous,RB,1,1.1283370460945024,absolute
2018-06-29,government_bond,T,1,0.16701800865441002,absolute
2018-07-06,agriculture,M,1,1.0386731068060868,strongest
2018-07-06,agriculture,SR,-1,-1.7012453841091841,weakest
2018-07-06,base_metal,AL,-1,-0.4510241781594076,absolute
2018-07-06,chemical_energy,MA,1,1.398501743443247,strongest
2018-07-06,chemical_energy,RU,-1,-1.7800963672392682,weakest
2018-07-06,ferrous,RB,1,0.8353257881270565,absolute
2018-07-06,government_bond,T,1,0.03458583189322975,absolute
2018-07-13,agriculture,M,1,0.6197215493335452,strongest
2018-07-13,agriculture,SR,-1,-1.5619752818341037,weakest
2018-07-13,base_metal,AL,-1,-0.515710247916021,absolute
2018-07-13,chemical_energy,MA,1,1.1646984267884473,strongest
2018-07-13,chemical_energy,RU,-1,-1.660230337843642,weakest
2018-07-13,ferrous,RB,1,0.8955777426601218,absolute
2018-07-13,government_bond,T,1,0.15476871549300125,absolute
2018-07-20,agriculture,M,1,0.7015492268662417,strongest
2018-07-20,agriculture,SR,-1,-1.626313474367038,weakest
2018-07-20,base_metal,AL,-1,-0.551907844797918,absolute
2018-07-20,chemical_energy,MA,1,1.2518631417025892,strongest
2018-07-20,chemical_energy,RU,-1,-1.775250865334596,weakest
2018-07-20,ferrous,RB,1,0.684295288096925,absolute
2018-07-20,government_bond,T,1,0.036638580796096984,absolute
2018-07-27,agriculture,M,1,0.7671161825693241,strongest
2018-07-27,agriculture,SR,-1,-1.6014016166186007,weakest
2018-07-27,base_metal,AL,-1,-0.45912012516011624,absolute
2018-07-27,chemical_energy,MA,1,1.129036911469858,strongest
2018-07-27,chemical_energy,RU,-1,-2.0150256461335156,weakest
2018-07-27,ferrous,RB,1,1.0219789710573606,absolute
2018-07-27,government_bond,T,1,0.039422811494075075,absolute
2018-08-03,agriculture,M,1,0.8173236801089715,strongest
2018-08-03,agriculture,SR,-1,-1.3554980251363207,weakest
2018-08-03,base_metal,AL,-1,-0.46788432312420436,absolute
2018-08-03,chemical_energy,MA,1,1.6975164536941216,strongest
2018-08-03,chemical_energy,RU,-1,-1.9155861782032104,weakest
2018-08-03,ferrous,RB,1,1.0072151064476849,absolute
2018-08-03,government_bond,T,1,0.29515032836848526,absolute
2018-08-10,agriculture,M,1,1.19397087274221,strongest
2018-08-10,agriculture,SR,-1,-1.387185284123249,weakest
2018-08-10,base_metal,AL,-1,-0.4671678601806793,absolute
2018-08-10,chemical_energy,MA,1,1.5959892194284637,strongest
2018-08-10,chemical_energy,RU,-1,-1.6149053906204371,weakest
2018-08-10,ferrous,RB,1,0.8177640528631817,absolute
2018-08-10,government_bond,T,1,0.1667762721737962,absolute
2018-08-17,agriculture,M,1,0.9173688689521872,strongest
2018-08-17,agriculture,SR,-1,-1.8298339675190567,weakest
2018-08-17,base_metal,AL,-1,-1.1527028928083083,absolute
2018-08-17,chemical_energy,MA,1,1.3910382450132188,strongest
2018-08-17,chemical_energy,RU,-1,-2.187774993405267,weakest
2018-08-17,ferrous,RB,1,0.7522001009806953,absolute
2018-08-17,government_bond,T,-1,-0.0305864524303634,absolute
2018-08-24,agriculture,M,1,0.9369223283399207,strongest
2018-08-24,agriculture,SR,-1,-1.6643649142275183,weakest
2018-08-24,base_metal,AL,-1,-1.1992254693796218,absolute
2018-08-24,chemical_energy,MA,1,1.4132843362830412,strongest
2018-08-24,chemical_energy,RU,-1,-1.9389833764537443,weakest
2018-08-24,ferrous,RB,1,0.9645788355081091,absolute
2018-08-24,government_bond,T,-1,-0.11572418223916514,absolute
2018-08-31,agriculture,M,1,0.8695026757109838,strongest
2018-08-31,agriculture,SR,-1,-1.8224199304689739,weakest
2018-08-31,base_metal,AL,-1,-1.1401924188255994,absolute
2018-08-31,chemical_energy,MA,1,1.2859934630804377,strongest
2018-08-31,chemical_energy,RU,-1,-1.9697058825284832,weakest
2018-08-31,ferrous,RB,1,0.6435193397822597,absolute
2018-08-31,government_bond,T,1,0.08899491648978813,absolute
2018-09-07,agriculture,C,1,1.0895895062572687,strongest
2018-09-07,agriculture,SR,-1,-2.093159811710382,weakest
2018-09-07,base_metal,AL,-1,-1.2759534052173382,absolute
2018-09-07,chemical_energy,MA,1,1.2018114736839496,strongest
2018-09-07,chemical_energy,RU,-1,-2.1193232599715057,weakest
2018-09-07,ferrous,RB,1,0.6803951090808449,absolute
2018-09-07,government_bond,T,-1,-0.07506252383162164,absolute
2018-09-14,agriculture,M,1,0.8532612632669435,strongest
2018-09-14,agriculture,SR,-1,-1.7260966867252523,weakest
2018-09-14,base_metal,AL,-1,-1.1450316790330268,absolute
2018-09-14,chemical_energy,MA,1,1.023013961846449,strongest
2018-09-14,chemical_energy,RU,-1,-2.313963528028767,weakest
2018-09-14,ferrous,RB,1,0.5297627846770259,absolute
2018-09-14,government_bond,T,-1,-0.17090206287852036,absolute
2018-09-21,agriculture,M,1,1.0568653494592024,strongest
2018-09-21,agriculture,P,-1,-1.9718286254323147,weakest
2018-09-21,base_metal,AL,-1,-1.343204968239176,absolute
2018-09-21,chemical_energy,MA,1,1.217209742263825,strongest
2018-09-21,chemical_energy,RU,-1,-1.9950506030133606,weakest
2018-09-21,ferrous,RB,1,0.7370935266500559,absolute
2018-09-21,government_bond,T,-1,-0.3644030242912136,absolute
2018-09-28,agriculture,M,1,1.3396577960780685,strongest
2018-09-28,agriculture,P,-1,-1.7719056142940477,weakest
2018-09-28,base_metal,AL,-1,-1.80236311273166,absolute
2018-09-28,chemical_energy,MA,1,1.1187192852679513,strongest
2018-09-28,chemical_energy,RU,-1,-1.6852756616522953,weakest
2018-09-28,ferrous,RB,1,0.5877380842453221,absolute
2018-09-28,government_bond,T,-1,-0.12215534728781614,absolute
2018-10-12,agriculture,M,1,1.3583612333239208,strongest
2018-10-12,agriculture,P,-1,-1.483244016021568,weakest
2018-10-12,base_metal,AL,-1,-1.5585557718584582,absolute
2018-10-12,chemical_energy,MA,1,1.6708841594273158,strongest
2018-10-12,chemical_energy,RU,-1,-1.5647162909722048,weakest
2018-10-12,ferrous,RB,1,0.8622308945553381,absolute
2018-10-12,government_bond,T,-1,-0.04011177947059208,absolute
2018-10-19,agriculture,M,1,1.401719729979387,strongest
2018-10-19,agriculture,P,-1,-1.4171542186944952,weakest
2018-10-19,base_metal,AL,-1,-1.5339141517621822,absolute
2018-10-19,chemical_energy,MA,1,1.6321497004519823,strongest
2018-10-19,chemical_energy,RU,-1,-1.2841414709775023,weakest
2018-10-19,ferrous,RB,1,0.9887098136862514,absolute
2018-10-19,government_bond,T,1,0.0909967358972336,absolute
2018-10-26,agriculture,M,1,1.1800380654375244,strongest
2018-10-26,agriculture,P,-1,-1.5924971948202904,weakest
2018-10-26,base_metal,AL,-1,-1.4312432496230085,absolute
2018-10-26,chemical_energy,MA,1,1.2535477079959318,strongest
2018-10-26,chemical_energy,RU,-1,-1.4466228652609845,weakest
2018-10-26,ferrous,RB,1,1.0253283843056524,absolute
2018-10-26,government_bond,T,1,0.3930081244221866,absolute
2018-11-02,agriculture,C,1,0.9312022421274865,strongest
2018-11-02,agriculture,P,-1,-2.0509372802534056,weakest
2018-11-02,base_metal,AL,-1,-1.6163452831879555,absolute
2018-11-02,chemical_energy,MA,1,0.7262415848270833,strongest
2018-11-02,chemical_energy,RU,-1,-1.5797470617500935,weakest
2018-11-02,ferrous,RB,1,0.8342135303816268,absolute
2018-11-02,government_bond,T,1,0.5072321824856907,absolute
2018-11-09,agriculture,C,1,1.272522625497635,strongest
2018-11-09,agriculture,P,-1,-2.149491345726685,weakest
2018-11-09,base_metal,AL,-1,-1.6073246581855631,absolute
2018-11-09,chemical_energy,MA,1,0.6259277276855951,strongest
2018-11-09,chemical_energy,RU,-1,-1.6283559706792279,weakest
2018-11-09,ferrous,RB,1,0.8427824087799312,absolute
2018-11-09,government_bond,T,1,0.8526022840924065,absolute
2018-11-16,agriculture,C,1,0.9097341265895984,strongest
2018-11-16,agriculture,P,-1,-2.245894209395169,weakest
2018-11-16,base_metal,AL,-1,-1.492732673158651,absolute
2018-11-16,chemical_energy,MA,1,0.3058302273435512,strongest
2018-11-16,chemical_energy,RU,-1,-1.7474124093297556,weakest
2018-11-16,ferrous,RB,1,0.6005477291231174,absolute
2018-11-16,government_bond,T,1,1.133962461273227,absolute
2018-11-23,agriculture,C,1,0.6871693433529755,strongest
2018-11-23,agriculture,P,-1,-2.239666230830907,weakest
2018-11-23,base_metal,AL,-1,-1.3199425477365516,absolute
2018-11-23,chemical_energy,RU,-1,-1.7977310098160557,weakest
2018-11-23,ferrous,RB,1,0.33682395402173426,absolute
2018-11-23,government_bond,T,1,1.2284055911012968,absolute
2018-11-30,agriculture,C,1,0.6670578209072789,strongest
2018-11-30,agriculture,P,-1,-2.083326503080906,weakest
2018-11-30,base_metal,AL,-1,-1.2065755429036793,absolute
2018-11-30,chemical_energy,RU,-1,-1.7578931820119055,weakest
2018-11-30,ferrous,RB,1,0.16705474545783333,absolute
2018-11-30,government_bond,T,1,1.3557306540861005,absolute
2018-12-07,agriculture,M,1,0.39822948867347957,strongest
2018-12-07,agriculture,SR,-1,-2.134222798439007,weakest
2018-12-07,base_metal,AL,-1,-0.9846816500223663,absolute
2018-12-07,chemical_energy,RU,-1,-1.9195427570754642,weakest
2018-12-07,ferrous,RB,1,0.16659744200682897,absolute
2018-12-07,government_bond,T,1,1.255042761076702,absolute
2018-12-14,agriculture,JD,1,0.20869622435586416,strongest
2018-12-14,agriculture,SR,-1,-2.2065422389717884,weakest
2018-12-14,base_metal,AL,-1,-0.7678752699351671,absolute
2018-12-14,chemical_energy,RU,-1,-2.0377117714396844,weakest
2018-12-14,ferrous,RB,1,0.26989609546240056,absolute
2018-12-14,government_bond,T,1,1.0487080028433542,absolute
2018-12-21,agriculture,JD,1,0.28200527424430133,strongest
2018-12-21,agriculture,SR,-1,-2.107848427309616,weakest
2018-12-21,base_metal,AL,-1,-0.6410935498659124,absolute
2018-12-21,chemical_energy,RU,-1,-1.94633024108122,weakest
2018-12-21,ferrous,RB,1,0.44503935925137783,absolute
2018-12-21,government_bond,T,1,1.2974949138495642,absolute
2018-12-28,agriculture,JD,1,0.3793567430306275,strongest
2018-12-28,agriculture,SR,-1,-2.306778863719317,weakest
2018-12-28,base_metal,AL,-1,-0.9526033613185205,absolute
2018-12-28,chemical_energy,RU,-1,-2.0911825079571558,weakest
2018-12-28,ferrous,RB,1,0.3566524245273411,absolute
2018-12-28,government_bond,T,1,1.4053461787806119,absolute
2019-01-04,agriculture,AP,1,0.516247398103564,strongest
2019-01-04,agriculture,SR,-1,-2.2960990233009317,weakest
2019-01-04,base_metal,AL,-1,-1.070178697799249,absolute
2019-01-04,chemical_energy,RU,-1,-1.7299193776276944,weakest
2019-01-04,ferrous,RB,1,0.4820930953229455,absolute
2019-01-04,government_bond,T,1,1.4032360872322693,absolute
2019-01-11,agriculture,AP,1,0.4572963018504362,strongest
2019-01-11,agriculture,SR,-1,-2.0574390838945655,weakest
2019-01-11,base_metal,AL,-1,-1.3070385905249906,absolute
2019-01-11,chemical_energy,RU,-1,-1.9295687780859463,weakest
2019-01-11,ferrous,RB,1,0.44421916935791017,absolute
2019-01-11,government_bond,T,1,1.5574215455027192,absolute
2019-01-18,agriculture,AP,1,0.49053248963797197,strongest
2019-01-18,agriculture,P,-1,-1.7152743317016532,weakest
2019-01-18,base_metal,AL,-1,-1.2083645244806702,absolute
2019-01-18,chemical_energy,RU,-1,-1.8239861972952258,weakest
2019-01-18,ferrous,RB,1,0.6209205368034567,absolute
2019-01-18,government_bond,T,1,1.5482081623497688,absolute
2019-01-25,agriculture,AP,1,0.7605540581107191,strongest
2019-01-25,agriculture,SR,-1,-1.3772323364065677,weakest
2019-01-25,base_metal,AL,-1,-1.031045164479641,absolute
2019-01-25,chemical_energy,RU,-1,-1.8970296014999035,weakest
2019-01-25,ferrous,RB,1,0.7487814761572679,absolute
2019-01-25,government_bond,T,1,1.6216214558989444,absolute
2019-02-01,agriculture,AP,1,0.702913813082419,strongest
2019-02-01,agriculture,P,-1,-1.2919795161317202,weakest
2019-02-01,base_metal,AL,-1,-0.9708829678832233,absolute
2019-02-01,chemical_energy,FG,1,0.14918367029177565,strongest
2019-02-01,chemical_energy,RU,-1,-1.8172177602357422,weakest
2019-02-01,ferrous,RB,1,0.6564810981370187,absolute
2019-02-01,government_bond,T,1,1.7724291672805823,absolute
2019-02-15,agriculture,AP,1,0.9020170244024559,strongest
2019-02-15,agriculture,SR,-1,-1.3226408685772624,weakest
2019-02-15,base_metal,AL,-1,-0.9649045831489246,absolute
2019-02-15,chemical_energy,RU,-1,-1.590354272727582,weakest
2019-02-15,ferrous,RB,1,0.4530744969520401,absolute
2019-02-15,government_bond,T,1,1.764870271458518,absolute
2019-02-22,agriculture,AP,1,1.0426262288753092,strongest
2019-02-22,agriculture,P,-1,-1.2424880524405042,weakest
2019-02-22,base_metal,AL,-1,-0.6466343601701361,absolute
2019-02-22,chemical_energy,RU,-1,-0.9748341372080352,weakest
2019-02-22,ferrous,RB,1,0.5811698510228603,absolute
2019-02-22,government_bond,T,1,1.6551529788514936,absolute
2019-03-01,agriculture,AP,1,1.1022609533604404,strongest
2019-03-01,agriculture,P,-1,-1.4815525873284894,weakest
2019-03-01,base_metal,AL,-1,-0.7269443756347312,absolute
2019-03-01,chemical_energy,FG,1,0.024009396220861155,strongest
2019-03-01,chemical_energy,RU,-1,-0.8348780557340744,weakest
2019-03-01,ferrous,RB,1,0.7020536675874126,absolute
2019-03-01,government_bond,T,1,1.456704559359394,absolute
2019-03-08,agriculture,AP,1,1.0953380355502864,strongest
2019-03-08,agriculture,P,-1,-1.7436512989788076,weakest
2019-03-08,base_metal,AL,-1,-0.7826230558112237,absolute
2019-03-08,chemical_energy,RU,-1,-1.2330275274876363,weakest
2019-03-08,ferrous,RB,1,0.5193011943918575,absolute
2019-03-08,government_bond,T,1,1.5675608653509987,absolute
2019-03-15,agriculture,AP,1,1.0111191296047006,strongest
2019-03-15,agriculture,P,-1,-1.906652263272131,weakest
2019-03-15,base_metal,AL,-1,-0.736706293621705,absolute
2019-03-15,chemical_energy,RU,-1,-1.336728133554159,weakest
2019-03-15,ferrous,RB,1,0.5835040456864246,absolute
2019-03-15,government_bond,T,1,1.4466566881408627,absolute
2019-03-22,agriculture,AP,1,1.0836129328970572,strongest
2019-03-22,agriculture,P,-1,-1.6679967912130247,weakest
2019-03-22,base_metal,AL,-1,-0.36791468965464524,absolute
2019-03-22,chemical_energy,RU,-1,-1.246050923129128,weakest
2019-03-22,ferrous,RB,1,0.9255709734206197,absolute
2019-03-22,government_bond,T,1,1.5699504282305576,absolute
2019-03-29,agriculture,AP,1,1.22533230303015,strongest
2019-03-29,agriculture,P,-1,-1.9137773049738307,weakest
2019-03-29,base_metal,AL,-1,-0.460533875399859,absolute
2019-03-29,chemical_energy,RU,-1,-1.2923004438019459,weakest
2019-03-29,ferrous,RB,1,0.9670320887651108,absolute
2019-03-29,government_bond,T,1,1.4509606157994799,absolute
2019-04-04,agriculture,AP,1,1.0811318138585688,strongest
2019-04-04,agriculture,P,-1,-1.656057889417729,weakest
2019-04-04,base_metal,AL,-1,-0.2588981776501339,absolute
2019-04-04,chemical_energy,SC,1,0.18866338263449486,strongest
2019-04-04,chemical_energy,RU,-1,-0.8100949025552213,weakest
2019-04-04,ferrous,RB,1,1.5244618289563148,absolute
2019-04-04,government_bond,T,1,0.8595578756133359,absolute
2019-04-12,agriculture,JD,1,1.2806311849108443,strongest
2019-04-12,agriculture,P,-1,-1.6849026818874986,weakest
2019-04-12,base_metal,AL,-1,-0.3987608927220054,absolute
2019-04-12,chemical_energy,SC,1,0.3485189941237546,strongest
2019-04-12,chemical_energy,RU,-1,-0.8258267810730983,weakest
2019-04-12,ferrous,RB,1,1.5454284018388675,absolute
2019-04-12,government_bond,T,1,0.9483306885155453,absolute
2019-04-19,agriculture,AP,1,1.3930152298608296,strongest
2019-04-19,agriculture,P,-1,-1.7908097672787322,weakest
2019-04-19,base_metal,AL,-1,-0.47974913710692607,absolute
2019-04-19,chemical_energy,SC,1,0.34572966154241225,strongest
2019-04-19,chemical_energy,RU,-1,-0.961250459186996,weakest
2019-04-19,ferrous,RB,1,1.4090404111477242,absolute
2019-04-19,government_bond,T,1,0.8521661695978288,absolute
2019-04-26,agriculture,AP,1,1.2801361507375268,strongest
2019-04-26,agriculture,P,-1,-1.7849334224585525,weakest
2019-04-26,base_metal,AL,-1,-0.7550302658378124,absolute
2019-04-26,chemical_energy,SC,1,0.42623686336246736,strongest
2019-04-26,chemical_energy,RU,-1,-0.9333364944083965,weakest
2019-04-26,ferrous,RB,1,1.3599220242141665,absolute
2019-04-26,government_bond,T,1,0.4080139640284327,absolute
2019-04-30,agriculture,AP,1,1.2795518406210762,strongest
2019-04-30,agriculture,P,-1,-1.817977631624651,weakest
2019-04-30,base_metal,AL,-1,-0.831746896467442,absolute
2019-04-30,chemical_energy,SC,1,0.282422393859987,strongest
2019-04-30,chemical_energy,RU,-1,-0.9219245315193382,weakest
2019-04-30,ferrous,RB,1,1.4680081191616725,absolute
2019-04-30,government_bond,T,1,0.5720503306907115,absolute
2019-05-10,agriculture,JD,1,1.3191004564569198,strongest
2019-05-10,agriculture,P,-1,-1.8914323914695834,weakest
2019-05-10,base_metal,AL,-1,-0.5757308177609858,absolute
2019-05-10,chemical_energy,SC,1,0.21990275873418355,strongest
2019-05-10,chemical_energy,RU,-1,-0.7944066276514349,weakest
2019-05-10,ferrous,RB,1,1.1903871475604326,absolute
2019-05-10,government_bond,T,1,0.8821004828228352,absolute
2019-05-17,agriculture,AP,1,1.4019323466758513,strongest
2019-05-17,agriculture,P,-1,-1.7634213467959579,weakest
2019-05-17,base_metal,AL,-1,-0.616817893562678,absolute
2019-05-17,chemical_energy,FG,1,0.40401258650489086,strongest
2019-05-17,chemical_energy,MA,-1,-0.8184098154615363,weakest
2019-05-17,ferrous,RB,1,1.1790911298697981,absolute
2019-05-17,government_bond,T,1,1.1201845381641278,absolute
2019-05-24,agriculture,JD,1,1.3848771579403705,strongest
2019-05-24,agriculture,P,-1,-2.0748073772981446,weakest
2019-05-24,base_metal,AL,-1,-0.6393409721966797,absolute
2019-05-24,chemical_energy,FG,1,0.44255575245817164,strongest
2019-05-24,chemical_energy,MA,-1,-0.9060040217168708,weakest
2019-05-24,ferrous,RB,1,1.2637322136605311,absolute
2019-05-24,government_bond,T,1,1.0890584900425666,absolute
2019-05-31,agriculture,JD,1,1.3951035419461477,strongest
2019-05-31,agriculture,CF,-1,-2.038819323859476,weakest
2019-05-31,base_metal,AL,-1,-0.6266683473318887,absolute
2019-05-31,chemical_energy,FG,1,0.24193679663222054,strongest
2019-05-31,chemical_energy,RU,-1,-0.9090722261387962,weakest
2019-05-31,ferrous,RB,1,1.2229224679919484,absolute
2019-05-31,government_bond,T,1,0.9502324330227465,absolute
2019-06-06,agriculture,JD,1,1.2600874858543125,strongest
2019-06-06,agriculture,CF,-1,-2.211517627242216,weakest
2019-06-06,base_metal,AL,-1,-0.8958318516524312,absolute
2019-06-06,chemical_energy,FG,1,0.11959737547239528,strongest
2019-06-06,chemical_energy,MA,-1,-0.9778642622109985,weakest
2019-06-06,ferrous,RB,1,1.2002548290844903,absolute
2019-06-06,government_bond,T,1,1.0506365219318115,absolute
2019-06-14,agriculture,JD,1,1.4829316814593616,strongest
2019-06-14,agriculture,CF,-1,-2.3049860118374608,weakest
2019-06-14,base_metal,AL,-1,-0.7807569855681192,absolute
